normalized_name,status,start_date,end_date,mise_a_jour,date_dernier_rapport,normalized_molecule_name,atc_code,atc_class_code,atc_class_name,manufacturer
"ONCOVIN 1 mg, solution injectable",Tension,2023-04-21,2023-08-24,2023-07-28,2023-08-01,Vincristine,L01CA02,L,Antinéoplasiques et immunomodulateurs,EG Labo
"ONCOVIN 1 mg, solution injectable",Rupture,2023-08-24,2023-12-20,2023-12-01,2023-12-05,Vincristine,L01CA02,L,Antinéoplasiques et immunomodulateurs,EG Labo
"ONDANSETRON Accord 2 mg/ml, solution injectable",Tension,2024-03-26,,2024-03-26,2024-05-07,Ondansétron,A04AA01,A,Voies digestives et métabolisme,Accord Healthcare
"ONDANSETRON Viatris 2 mg/ml, solution injectable (I.V.)",Tension,2024-03-22,,2024-03-22,2024-05-07,Ondansétron,A04AA01,A,Voies digestives et métabolisme,Viatris
"ORACILLINE 1 000 000 UI, comprimé sécable",Tension,2023-01-23,2023-06-01,2023-06-01,2023-05-01,Phénoxyméthylpénicilline,J01CE02,J,Anti-infectieux à usage systémique,0
"ORACILLINE 1 000 000 UI, comprimé sécable",Rupture,2023-06-01,2023-08-04,2023-08-04,2023-08-01,Phénoxyméthylpénicilline,J01CE02,J,Anti-infectieux à usage systémique,0
"ORACILLINE 1 000 000 UI, comprimé sécable",Tension,2023-08-04,2024-01-02,2023-08-04,2023-12-05,Phénoxyméthylpénicilline,J01CE02,J,Anti-infectieux à usage systémique,0
"ORACILLINE 250 000 UI/5 ml, suspension buvable",Tension,2024-01-16,2024-03-15,2024-03-15,2024-02-04,Phénoxyméthylpénicilline,J01CE02,J,Anti-infectieux à usage systémique,0
"ORENCIA 125 mg, solution injectable en seringue préremplie",Rupture,2022-05-02,,2022-05-02,2023-11-10,Abatacept,L04AA24,L,Antinéoplasiques et immunomodulateurs,BMS
"ORENCIA 125 mg, solution injectable en stylo pré-rempli",Tension,2021-05-18,2021-07-01,2021-07-01,2021-07-03,Abatacept,L04AA24,L,Antinéoplasiques et immunomodulateurs,BMS
"ORENCIA 125 mg, solution injectable en stylo pré-rempli",Tension,2021-12-01,2022-05-02,2021-12-01,2022-06-28,Abatacept,L04AA24,L,Antinéoplasiques et immunomodulateurs,BMS
"OZALIN 2 mg/mL, solution buvable en récipient unidose",Rupture,2024-03-05,,2024-03-05,2024-05-07,Midazolam,N05CD08,N,Système nerveux,Primex
"OZEMPIC 0,25 mg, 0,5 mg, 1 mg, solution injectable en stylo prérempli",Tension,2022-09-23,,2023-12-06,2024-05-07,Sémaglutide (levure/saccharomyces cerevisiae),A10BJ06,A,Voies digestives et métabolisme,Novo Nordisk
"OZIDIA 10 mg, comprimé à libération prolongée",Rupture,2022-04-15,2022-06-24,2022-04-15,2022-05-01,Glipizide,A10BB07,A,Voies digestives et métabolisme,Pfizer
"OZIDIA 5 mg, comprimé à libération prolongée",Rupture,2022-04-15,2023-12-15,2023-02-13,2023-08-01,Glipizide,A10BB07,A,Voies digestives et métabolisme,Pfizer
"OZIDIA 5 mg, comprimé à libération prolongée",Arret,2023-12-15,,2023-12-15,2024-01-28,Glipizide,A10BB07,A,Voies digestives et métabolisme,Pfizer
"PACLITAXEL KABI 6 mg/ml, solution à diluer pour perfusion",Rupture,2021-03-03,,2021-04-19,2021-11-10,Paclitaxel,L01CD01,L,Antinéoplasiques et immunomodulateurs,Fresenius Kabi
PARACÉTAMOL - Toutes les formes orales et suppositoires,Tension,2022-07-12,2023-06-13,2023-01-24,2023-02-02,Paracétamol,N02BE01,N,Système nerveux,Tous
"PARACÉTAMOL Carelide 10 mg/ml, solution pour perfusion poches de 50ml ",Tension,2022-07-04,,2022-07-04,2024-05-07,Paracétamol,N02BE01,N,Système nerveux,0
"PARACÉTAMOL, formes suppositoires 300 mg, 200 mg, 150 mg, 100 mg et 80 mg",Tension,2023-06-13,,2023-06-13,2024-05-07,Paracétamol,N02BE01,N,Système nerveux,Tous
"PARLODEL 2,5 mg, comprimé sécable",Tension,2021-06-15,2021-08-09,2021-06-15,2021-07-03,Bromocriptine,G02CB01,G,Système génito-urinaire et hormones sexuelles,Novartis
"PARLODEL 2,5 mg, comprimé sécable",Tension,2023-04-03,2023-04-19,,2023-04-19,Bromocriptine,G02CB01,G,Système génito-urinaire et hormones sexuelles,Novartis
"PARLODEL 2,5 mg, comprimé sécable",Rupture,2023-11-14,2024-02-07,,2024-02-04,Bromocriptine,G02CB01,G,Système génito-urinaire et hormones sexuelles,Novartis
"PARLODEL 5 mg, gélule",Rupture,2022-11-23,2023-01-16,2022-11-23,2023-06-06,Bromocriptine (mésilate de),NO4BC01,N,Système nerveux,Viatris
"PARLODEL 5 mg, gélule et PARLODEL 10 mg, gélule",Rupture,2021-09-03,2021-10-20,2021-09-03,2021-10-08,Bromocriptine (mésilate de),NO4BC01,N,Système nerveux,Viatris
"PAZENIR 5 mg/mL, poudre pour dispersion pour perfusion",Tension,2023-01-31,,2023-12-07,2024-05-07,Paclitaxel,L01CD01,L,Antinéoplasiques et immunomodulateurs,0
"PEDIAVEN AP-HP G20, solution pour perfusion, poche bicompartimentée de 1000 ml",Tension,2021-02-08,2021-06-25,2021-02-08,2021-06-03,Mélange nutritif,B05BA10,B,Sang et organes hématopoïétiques,APHP
"PEDIAVEN AP-HP nouveau-né 2, solution pour perfusion, poche bicompartimentée de 250 ml",Tension,2021-02-05,2022-03-29,2021-02-05,2022-02-07,Mélange nutritif,B05BA10,B,Sang et organes hématopoïétiques,APHP
"PEDIAVEN AP-HP nouveau-né 2, solution pour perfusion, poche bicompartimentée de 250 ml",Tension,2022-01-27,,2022-01-27,2022-02-07,Mélange nutritif,B05BA10,B,Sang et organes hématopoïétiques,APHP
"PEGASYS 90 microgrammes, solution injectable en seringue préremplie 1 seringue préremplie en verre avec 1 aiguille de 0,5 ml",Tension,2023-11-23,,2023-11-23,2024-04-23,Peginterféron alfa-2a ((bactérie/escherichia coli)),L03AB11,L,Antinéoplasiques et immunomodulateurs,0
PEMETREXED FRESENIUS KABI  flacon de 500 mg Poudre pour solution à diluer pour perfusion,Rupture,2020-07-21,,2021-04-19,2023-01-05,Pémétrexed,L01BA04,L,Antinéoplasiques et immunomodulateurs,Fresenius Kabi
"PEMETREXED FRESENIUS KABI flacon de 100 mg, poudre pour solution à diluer pour perfusion",Rupture,2020-07-21,,2021-04-19,2023-01-05,Pémétrexed,L01BA04,L,Antinéoplasiques et immunomodulateurs,Fresenius Kabi
"PENTACARINAT 300 mg, poudre pour aérosol et pour usage parentéral",Rupture,2020-07-23,2022-01-20,2021-05-25,2021-12-05,Pentamidine (isétionate de) ,P01CX01,P,"Antiparasitaires, insecticides et répulsifs",Sanofi
"PENTHROX 99,9 %, liquide pour inhalation par vapeur de 3 mL",Rupture,2023-04-25,2023-06-01,2023-04-25,2023-05-01,Méthoxyflurane,N02BG09,N,Système nerveux,Medical Developments
"PERSANTINE 10 mg/2 mL, solution injectable, ampoule",Rupture,2023-06-22,2024-01-03,,2023-12-05,Dipyridamole,V04CX,V,Divers,Glenwood
"PLAQUENIL 200 mg, comprimé pelliculé",Tension,2023-06-02,2024-01-30,2024-01-04,2024-01-28,Hydroxychloroquine (sulfate d'),P01BA02,P,"Antiparasitaires, insecticides et répulsifs",0
"PLASMALYTE Viaflo, solution pour perfusion",Tension,2022-01-27,2022-02-17,,2022-02-07,Sodium (chlorure de) / Potassium (chlorure de) / Magnésium (chlorure de) / Sodium (gluconate de),B05BB01,B,Sang et organes hématopoïétiques,Baxter
"PLASMALYTE Viaflo, solution pour perfusion",Rupture,2022-02-17,2022-04-06,,2022-04-05,Sodium (chlorure de) / Potassium (chlorure de) / Magnésium (chlorure de) / Sodium (gluconate de),B05BB01,B,Sang et organes hématopoïétiques,Baxter
"PLASMALYTE Viaflo, solution pour perfusion",Tension,2022-04-06,2022-06-13,,2022-05-01,Sodium (chlorure de) / Potassium (chlorure de) / Magnésium (chlorure de) / Sodium (gluconate de),B05BB01,B,Sang et organes hématopoïétiques,Baxter
"PLEGISOL, solution cardioplégique pour voie intracoronaire en poche",Rupture,2022-03-11,2022-04-06,2022-03-11,2022-04-05,Chlorure de sodium - Chlorure de calcium - Chlorure de magnésium - Chlorure de potassium,B05XA16,B,Sang et organes hématopoïétiques,Pfizer
"PLEGISOL, solution cardioplégique pour voie intracoronaire en poche",Tension,2024-04-17,,2024-04-17,2024-05-07,Chlorure de sodium - Chlorure de calcium - Chlorure de magnésium - Chlorure de potassium,B05XA16,B,Sang et organes hématopoïétiques,Pfizer
"POLARAMINE 5 mg/1 ml, solution injectable",Tension,2021-02-08,2021-08-06,2021-04-19,2021-07-03,Dexchlorphéniramine,R06AB02,R,Système respiratoire,Sanofi
"PRALUENT 300 mg, solution injectable en stylo pré-rempli",Rupture,2023-06-15,,2023-06-15,2023-08-01,Alirocumab (mammifère/hamster/cellules cho),C10AX13,C,Système cardiovasculaire,Sanofi
"PRALUENT 300 mg, solution injectable en stylo pré-rempli",Tension,2023-08-23,2024-01-18,2023-08-23,2023-12-05,Alirocumab (mammifère/hamster/cellules cho),C10AX13,C,Système cardiovasculaire,Sanofi
"PRAMIPEXOLE 0,18 mg et 0,7 mg, comprimé",Tension,2023-11-02,,2023-11-02,2023-11-10,Pramipexole,N04BC05,N,Système nerveux,Tous
"PRAMIPEXOLE 0,18 mg, comprimé",Tension,2023-11-15,,2023-11-15,2024-05-07,Pramipexole,N04BC05,N,Système nerveux,Tous
"PRAMIPEXOLE Zentiva LP 0,26 mg, comprimé à libération prolongé",Rupture,2023-03-10,2023-07-26,2023-03-10,2023-07-22,Pramipexole,N04BC05,N,Système nerveux,Zentiva
"PREDNISOLONE 20 mg, comprimé orodispersible ",Tension,2022-10-06,,2022-10-06,2022-11-19,Prednisolone (métasulfobenzoate sodique de),H02AB06,H,Hormones systémiques sauf hormones sexuelles et insulines,Tous
"PREDNISOLONE 20 mg, comprimé orodispersible et comprimé effervescent sécable",Tension,2023-01-03,,2023-01-10,2023-02-02,Prednisolone (métasulfobenzoate sodique de),H02AB06,H,Hormones systémiques sauf hormones sexuelles et insulines,Tous
"PREDNISOLONE 5 mg et 20 mg, comprimé orodispersible et comprimé effervescent sécable",Tension,2023-03-15,,2023-07-04,2024-05-07,Prednisolone (métasulfobenzoate sodique de),H02AB06,H,Hormones systémiques sauf hormones sexuelles et insulines,Tous
"PREDNISOLONE 5mg et 20 mg, comprimé orodispersible et comprimé effervescent sécable",Tension,2023-02-24,,2023-02-24,2023-03-01,Prednisolone (métasulfobenzoate sodique de),H02AB06,H,Hormones systémiques sauf hormones sexuelles et insulines,Tous
"PREDNISOLONE BIOGARAN 20 mg, comprimé orodispersible",Tension,2021-11-05,,2021-11-05,2021-11-10,Prednisolone (métasulfobenzoate sodique de),H02AB06,H,Hormones systémiques sauf hormones sexuelles et insulines,Biogaran
"PREDNISOLONE SANDOZ 20 mg, comprimé orodispersible",Tension,2021-11-05,,2021-11-05,2022-09-01,Prednisolone (métasulfobenzoate sodique de),H02AB06,H,Hormones systémiques sauf hormones sexuelles et insulines,Sandoz
"PREDNISONE 1 mg, 5 mg et 20 mg, comprimé sécable",Rupture,2023-01-04,,2023-01-04,2023-01-05,Prednisone,H02AB07,H,Hormones systémiques sauf hormones sexuelles et insulines,Tous
"PREDNISONE 1 mg, 5 mg et 20 mg, comprimé sécable",Tension,2023-02-24,,2023-07-04,2024-05-07,Prednisone,H02AB07,H,Hormones systémiques sauf hormones sexuelles et insulines,Tous
"PREDNISONE 5 mg et 20 mg, comprimé sécable",Tension,2023-01-18,,2023-01-18,2023-02-02,Prednisone,H02AB07,H,Hormones systémiques sauf hormones sexuelles et insulines,Tous
"PRENOXAD 0,91 mg/ml, solution injectable en seringue préremplie",Rupture,2023-07-13,2023-07-24,2023-07-13,2023-07-22,Naloxone (chlorhydrate de) dihydraté,V03AB15,V,Divers,Ethypharm
"PRENOXAD 0,91 mg/ml, solution injectable en seringue préremplie",Rupture,2024-01-09,2024-02-06,2024-01-09,2024-02-04,Naloxone (chlorhydrate de) dihydraté,V03AB15,V,Divers,Ethypharm
"PREVYMIS 240 mg, comprimé pelliculé",Tension,2023-05-22,2023-06-29,2023-05-22,2023-06-06,Létermovir,J05AX18,J,Anti-infectieux à usage systémique,MSD
"PREVYMIS 240 mg, solution à diluer pour perfusion",Tension,2023-07-20,2023-09-26,2023-08-17,2023-09-27,Létermovir,J05AX18,J,Anti-infectieux à usage systémique,MSD
"PREVYMIS 480 mg, comprimé pelliculé ",Tension,2023-07-20,2023-09-26,2023-07-20,2023-09-27,Létermovir,J05AX18,J,Anti-infectieux à usage systémique,MSD
"PREVYMIS 480 mg, solution à diluer pour perfusion",Tension,2024-03-08,2023-09-26,2024-03-08,2024-04-23,Létermovir,J05AX18,J,Anti-infectieux à usage systémique,MSD
"PROGESTERONE RETARD PHARLON 500 mg/2 ml, solution injectable IM en ampoule",Tension,2021-03-04,2021-11-29,2021-04-19,2021-11-10,Progestérone,G03DA04,G,Système génito-urinaire et hormones sexuelles,0
"PROGLICEM 100 mg, gélule ",Tension,2023-01-23,2023-02-09,2023-01-23,2023-02-02,Diazoxide,C02DA01,C,Système cardiovasculaire,0
"PROLEUKIN 18 millions U.I., poudre pour solution injectable",Tension,2023-04-06,2023-05-17,2023-04-06,2023-05-01,Aldesleukine,L03AC01,L,Antinéoplasiques et immunomodulateurs,0
"PROPRANOLOL ACETLAB 5 mg/5 mL, solution injectable",Tension,2021-05-28,2022-01-04,2021-05-31,2021-12-05,Propranolol,C07AA05,C,Système cardiovasculaire,Acetlab
"PROPRANOLOL ACETLAB 5 mg/5 mL, solution injectable",Rupture,2022-01-04,,2022-01-04,2023-06-06,Propranolol,C07AA05,C,Système cardiovasculaire,Acetlab
"PROSTIONE VR 0,5 mg/ml, solution injectable ",Tension,2022-07-13,,2022-07-13,2024-05-07,Alprostadil,C01EA01,C,Système cardiovasculaire,0
PROVAMES 2 mg  comprimé pelliculé,Rupture,2021-02-26,2021-09-03,2021-02-26,2021-04-05,Estradiol hémihydraté,G03CA03,G,Système génito-urinaire et hormones sexuelles,Merus Labs
"PYLERA 140 mg/125 mg/125 mg, gélule ",Tension,2023-07-27,,2023-07-27,2024-05-07,Bismuth potassique (sous-citrate de) /métronidazole /tétracycline (chlorhydrate de),A02BD08,A,Voies digestives et métabolisme,0
"PYOSTACINE 500 mg, comprimé pelliculé",Tension,2022-06-28,,2023-11-08,2024-05-07,Pristinamycine,J01FF03,J,Anti-infectieux à usage systémique,0
"QUASYM L.P., gélule à libération modifiée",Rupture,2024-01-19,2024-04-10,2024-01-19,2024-03-01,Méthylphénidate,N06BA04,N,Système nerveux,Takeda
"QUASYM L.P., gélule à libération modifiée",Tension,2024-04-10,,2024-04-10,2024-05-07,Méthylphénidate,N06BA04,N,Système nerveux,Takeda
"QUESTRAN 4 g, poudre orale en sachet",Tension,2023-06-27,,2023-06-27,2024-05-07,Colestyramine,C10AC01,C,Système cardiovasculaire,0
"QUINIMAX 125 mg, comprimé pelliculé sécable",Rupture,2022-03-28,2023-04-14,2023-01-31,2023-03-01,Quinine / quinidine / cinchonine / cinchonidine,P01BC01,P,"Antiparasitaires, insecticides et répulsifs",Sanofi
"QUINIMAX 125 mg/1 ml et 250 mg/2 ml, solution injectable",Rupture,2022-11-22,2023-03-28,2022-11-22,2023-03-01,Quinine / quinidine / cinchonine / cinchonidine,P01BC01,P,"Antiparasitaires, insecticides et répulsifs",Sanofi
"QUINIMAX 500 mg, comprimé pelliculé sécable",Rupture,2022-11-18,2023-03-09,2023-01-16,2023-03-01,Quinine / quinidine / cinchonine / cinchonidine,P01BC01,P,"Antiparasitaires, insecticides et répulsifs",Sanofi
RABEPRAZOLE 10mg comprimé gastro-résistant ,Tension,2023-03-29,,2024-04-17,2024-05-07,Rabéprazole sodique,A02BC04,A,Voies digestives et métabolisme,Tous
RABEPRAZOLE 10mg et 20mg comprimé gastro-résistant,Rupture,2023-01-09,2023-03-29,2023-01-09,2023-03-01,Rabéprazole sodique,A02BC04,A,Voies digestives et métabolisme,Tous
RABEPRAZOLE 20mg comprimé gastro-résistant ,Tension,2023-03-29,2024-04-17,2023-12-28,2024-02-04,Rabéprazole sodique,A02BC04,A,Voies digestives et métabolisme,Tous
"RAPAMUNE 1 mg/ml, solution buvable",Rupture,2022-04-29,2022-08-29,2022-07-27,2022-08-02,Sirolimus,L01EG04,L,Antinéoplasiques et immunomodulateurs,Pfizer
"REBETOL 40 mg/ml, solution buvable",Arret,2021-12-21,,2021-12-21,2022-01-24,Ribavirine,J05AB04,J,Anti-infectieux à usage systémique,MSD
"RECARBRIO 500 mg/500 mg/250 mg, poudre pour solution pour perfusion",Tension,2023-03-01,2023-03-03,2023-03-03,2023-03-01,"Cilastatine sodique, imipénem monohydraté, rélébactam monohydraté",J01DH51,J,Anti-infectieux à usage systémique,0
"REKOVELLE 72 microgrammes/2,16 mL, solution injectable en stylo prérempli",Tension,2023-06-05,2023-08-22,2023-06-05,2023-08-01,Follitropine delta (mammifere/humain/cellules PER.C6),G03GA30,G,Système génito-urinaire et hormones sexuelles,0
"RELVAR Ellipta 184 microgrammes/22 microgrammes, poudre pour inhalation, en récipient unidose",Tension,2022-11-10,,2022-11-10,2023-11-10,Fluticasone / vilantérol,R03AK10,R,Système respiratoire,0
"RÉMIFENTANIL Mylan 1 mg et 5 mg, poudre pour solution injectable ou pour perfusion ",Tension,2022-04-28,,2022-04-28,2023-11-10,Rémifentanil (chlorhydrate de),N01AH06,N,Système nerveux,Mylan
"RENVELA 0,8 g, poudre pour suspension buvable",Rupture,2023-08-28,2024-03-04,2024-01-19,2024-03-01,Sévélamer (carbonate de),V03AE02,V,Divers,Genzyme
"RENVELA 0,8 g, poudre pour suspension buvable",Tension,2024-03-04,,2024-03-04,2024-05-07,Sévélamer (carbonate de),V03AE02,V,Divers,Genzyme
"REQUIP 5 mg, comprimé pelliculé",Tension,2023-08-02,,2024-03-07,2024-03-07,Ropinirole (chlorhydrate de),N04BC04,N,Système nerveux,GSK
RESITUNE 100 mg  Comprimé gastro-résistant Flacon de 30 et Flacon de 90,Rupture,2021-02-22,,2021-02-22,2021-04-05,Acide acétylsalicylique,B01AC06,B,Sang et organes hématopoïétiques,Pfizer
RESITUNE 100 mg  Comprimé gastro-résistant Flacon de 30 et Flacon de 90,Tension,2021-04-05,2021-10-21,2021-05-31,2021-10-08,Acide acétylsalicylique,B01AC06,B,Sang et organes hématopoïétiques,Pfizer
RESITUNE 75 mg  Comprimé gastro-résistant Flacon de 30 et Flacon de 90,Tension,2021-03-09,2021-10-21,2021-05-31,2021-10-08,Acide acétylsalicylique,B01AC06,B,Sang et organes hématopoïétiques,Pfizer
"RESPREEZA 1000 mg, 4000 mg, 5000 mg, poudre et solvant pour solution injectable/perfusion",Tension,2021-03-09,2022-08-08,2022-01-03,2022-08-02,Alpha-1 antitrypsine,B02AB02,B,Sang et organes hématopoïétiques,CSL Behring
"RETROVIR 10 mg/ml, solution à diluer pour perfusion",Tension,2022-11-29,2023-02-16,2022-11-29,2023-03-01,Zidovudine,J05AF01,J,Anti-infectieux à usage systémique,0
"REVATIO 10 mg/ml, poudre pour suspension buvable ",Tension,2022-03-31,,2022-03-31,2023-11-10,Sildénafil (citrate de),G04BE03,G,Système génito-urinaire et hormones sexuelles,0
"RIBAVIRINE BIOGARAN 200 mg/400 mg, comprimé pelliculé",Arret,2021-10-29,,2021-10-29,2021-11-10,Ribavirine,J05AB04,J,Anti-infectieux à usage systémique,Biogaran
"RIFADINE 2 %, suspension buvable",Tension,2020-08-31,2023-03-24,2022-12-16,2023-03-01,Rifampicine sodique,J04AB02,J,Anti-infectieux à usage systémique,Sanofi
"RIFADINE 2 %, suspension buvable",Tension,2024-04-18,,2024-04-18,2024-05-07,Rifampicine sodique,J04AB02,J,Anti-infectieux à usage systémique,Sanofi
"RIFADINE 300 mg, gélule",Rupture,2021-10-28,,2021-10-28,2022-11-19,Rifampicine sodique,J04AB02,J,Anti-infectieux à usage systémique,Sanofi
"RIFADINE 300 mg, gélule",Tension,2024-04-18,,2024-04-18,2024-05-07,Rifampicine sodique,J04AB02,J,Anti-infectieux à usage systémique,Sanofi
"RIFADINE 300 mg, gélule, boite de 30",Tension,2022-12-16,2023-11-14,2022-12-16,2023-11-10,Rifampicine sodique,J04AB02,J,Anti-infectieux à usage systémique,Sanofi
"RIFADINE 300 mg, gélule, boite de 8",Tension,2022-12-16,2023-03-24,2022-12-16,2023-03-01,Rifampicine sodique,J04AB02,J,Anti-infectieux à usage systémique,Sanofi
"RIFADINE IV 600 mg, poudre et solvant pour solution pour perfusion",Tension,2022-06-16,,2022-12-16,2023-11-10,Rifampicine sodique,J04AB02,J,Anti-infectieux à usage systémique,Sanofi
"RIFADINE IV 600 mg, poudre et solvant pour solution pour perfusion",Tension,2024-04-18,,2024-04-18,2024-05-07,Rifampicine sodique,J04AB02,J,Anti-infectieux à usage systémique,Sanofi
"RIFAMYCINE Chibret 1000 000 UI pour cent, collyre en solution",Rupture,2024-03-13,,2024-03-13,2024-05-07,Rifamycine sodique,J04AB03,J,Anti-infectieux à usage systémique,Chibrat
"RIFATER, comprimé enrobé",Tension,2024-04-18,,2024-04-18,2024-05-07,Isoniazide / pyrazinamid / rifampicine,J04AM05,J,Anti-infectieux à usage systémique,Sanofi
"RIFINAH 300 mg/150 mg, comprimé enrobé",Tension,2024-04-18,,2024-04-18,2024-05-07,Isoniazid / rifampicine,J04AM02,J,Anti-infectieux à usage systémique,0
"RIMACTAN 300 mg, gélule",Rupture,2023-08-28,,2024-04-18,2024-05-07,Rifampicine,J04AB02,J,Anti-infectieux à usage systémique,0
"RIMIFON 50 mg, comprimé",Tension,2022-08-04,,2022-08-04,2023-05-01,Isoniazide,J04AC01,J,Anti-infectieux à usage systémique,Pharmholding
"RIMIFON 50 mg, comprimé",Rupture,2023-12-01,2024-01-03,2023-12-01,2024-01-28,Isoniazide,J04AC01,J,Anti-infectieux à usage systémique,Pharmholding
"RIMIFON 50 mg, comprimé",Tension,2024-04-12,,2024-04-12,2024-05-07,Isoniazide,J04AC01,J,Anti-infectieux à usage systémique,Pharmholding
"RITALINE L.P. 10 mg et L.P. 20 mg, gélule à libération prolongée ",Tension,2023-07-28,,2023-07-28,2023-10-04,Méthylphénidate,N06BA04,N,Système nerveux,Novartis
"RITALINE L.P. 10 mg, 20 mg et 30 mg, gélule à libération prolongée",Tension,2024-04-15,,2024-04-15,2024-04-23,Méthylphénidate (chlorhydrate de),N06BA04,N,Système nerveux,Novartis
"RITALINE L.P., gélule à libération prolongée",Tension,2022-06-14,2022-08-02,2022-06-14,2022-08-02,Méthylphénidate (chlorhydrate de),N06BA04,N,Système nerveux,Novartis
"RITALINE L.P., gélule à libération prolongée",Tension,2023-10-13,,2023-11-08,2023-12-05,Méthylphénidate (chlorhydrate de),N06BA04,N,Système nerveux,Novartis
"RIVOTRIL 1 mg/1 ml, solution à diluer injectable en ampoules",Tension,2023-10-12,2023-11-23,2023-10-12,2023-03-01,Clonazépam,N03AE01,N,Système nerveux,Cheplapharm
"ROACTEMRA 162 mg,  solution injectable en stylo prérempli",Tension,2021-09-14,2023-03-07,2023-02-09,2021-08-11,Tocilizumab,L04AC07,L,Antinéoplasiques et immunomodulateurs,0
"ROACTEMRA 162 mg, solution injectable en stylo prérempli",Rupture,2021-07-21,2021-09-14,2021-07-21,2021-08-11,Tocilizumab,L04AC07,L,Antinéoplasiques et immunomodulateurs,Roche
"ROACTEMRA 162 mg, solution injectable en stylo prérempli",Tension,2021-09-14,2023-03-23,2023-02-09,2023-03-01,Tocilizumab,L04AC07,L,Antinéoplasiques et immunomodulateurs,Roche
"ROACTEMRA 20 mg/ml, solution à diluer pour perfusion",Tension,2021-03-29,2022-07-04,2022-06-03,2022-06-28,Tocilizumab,L04AC07,L,Antinéoplasiques et immunomodulateurs,Roche
"ROPINIROLE 0,25 mg, 0,5 mg 1 mg et 2 mg comprimé pelliculé",Tension,2023-09-28,,2023-09-28,2024-05-07,Ropinirole,N04BC04,N,Système nerveux,Tous
"ROPINIROLE 0,25 mg, 0,5 mg et 1 mg comprimé pelliculé",Tension,2023-08-02,,2023-08-02,2023-09-27,Ropinirole,N04BC04,N,Système nerveux,Tous
"ROPINIROLE MYLAN 0,5 mg  comprimé pelliculé",Rupture,2020-09-17,,2021-04-19,2023-08-01,Ropinirole,N04BC04,N,Système nerveux,Mylan
"ROPIVACAINE 2 mg/ml, solution pour perfusion en poche et en ampoules ",Tension,2022-04-15,,2022-05-18,2023-11-10,Ropivacaïne (chlorhydrate de),N01BB09,N,Système nerveux,Tous
"ROPIVACAINE 7,5 mg/ml, solution injectable en ampoul",Tension,2022-05-18,,2022-05-18,2023-11-10,Ropivacaïne (chlorhydrate de),N01BB09,N,Système nerveux,Tous
"ROPIVACAINE Altan 2 mg/mL, solution injectable en ampoules de verres de 10 ml, de 20 ml et solution pour perfusion en poche de 200 ml et de 100 ml",Rupture,2022-04-21,,2022-04-21,2023-11-10,Ropivacaïne (chlorhydrate de),N01BB09,N,Système nerveux,Altan
"ROPIVACAINE Kabi 2 mg/ml, solution pour perfusion en ampoules de 10 mL et de 20 mL; Ropivacaïne Kabi 7,5 mg/ml, solution pour perfusion en ampoules de 10 mL",Rupture,2022-02-28,,2022-02-28,2023-11-10,Ropivacaïne (chlorhydrate de),N01BB09,N,Système nerveux,Fresenius Kabi
"ROPIVACAINE Kabi 2 mg/ml, solution pour perfusion en poche de 200 ml",Rupture,2022-05-09,,2022-05-09,2023-10-04,Ropivacaïne (chlorhydrate de),N01BB09,N,Système nerveux,Fresenius Kabi
"ROPIVACAINE Kabi 2 mg/ml, solution pour perfusion en poche de 200 ml et de 100 ml",Rupture,2022-02-15,,2022-04-14,2023-11-10,Ropivacaïne (chlorhydrate de),N01BB09,N,Système nerveux,Fresenius Kabi
"ROVALCYTE 50 mg/ml, poudre pour solution buvable",Tension,2023-05-05,2023-11-15,2023-05-05,2023-11-10,Valganciclovir,J05AB14,J,Anti-infectieux à usage systémique,0
"ROVALCYTE 50 mg/ml, poudre pour solution buvable",Rupture,2024-04-11,,2024-04-11,2024-04-23,Valganciclovir,J05AB14,J,Anti-infectieux à usage systémique,0
"ROVAMYCINE 1,5 millions d'unites internationales, lyophilisat pour usage parentéral",Tension,2023-01-26,2023-06-20,2023-05-04,2023-06-06,Spiramycine (adipate de),J01FA02,J,Anti-infectieux à usage systémique,0
"ROVAMYCINE 1,5 millions d'unites internationales, lyophilisat pour usage parentéral",Tension,2024-01-15,,2024-04-04,2024-05-07,Spiramycine (adipate de),J01FA02,J,Anti-infectieux à usage systémique,0
"ROXITHROMYCINE Teva 100 mg, comprimé pelliculé",Tension,2023-02-09,2023-11-02,2023-06-13,2023-10-04,Roxithromycine,J01FA06,J,Anti-infectieux à usage systémique,Teva
"RULID 50 mg, comprimé sécable pour suspension buvable",Rupture,2023-02-16,,2023-02-16,2023-06-06,Roxithromycine,J01FA06,J,Anti-infectieux à usage systémique,0
"RULID 50 mg, comprimé sécable pour suspension buvable",Tension,2023-06-30,2023-07-27,2023-06-30,2023-07-22,Roxithromycine,J01FA06,J,Anti-infectieux à usage systémique,0
"RULID 50 mg, comprimé sécable pour suspension buvable",Tension,2023-12-29,2024-04-10,2023-12-29,2024-03-01,Roxithromycine,J01FA06,J,Anti-infectieux à usage systémique,0
"RYTHMODAN 250 mg à libération prolongée, comprimé enrobé",Tension,2024-02-23,,2024-02-23,2024-05-07,Disopyramide (phosphate de),C01BA03,C,Système cardiovasculaire,Cheplapharm
"SABRIL 500 mg, granulés pour solution buvable en sachet-dose",Tension,2023-02-16,2024-02-01,2023-08-03,2024-01-28,Vigabatrine,N03AG04,N,Système nerveux,Sanofi
